sgRNA,Gene,Endura,Addgene
sg_15239,ERVW-1,323.0709825902547,347.97206628045956
sg_1974,AMBP,479.37959358153347,487.5655114743648
sg_46369,SLC44A4,835.3052523674073,758.6600282277461
sg_9909,CMTM5,913.9573559872227,908.368940464688
sg_9455,CLEC12A,345.9696963023528,252.88667607591537
sg_12086,CYP4V2,352.4410719166414,265.0252365275593
sg_27375,LRP10,422.13280930128803,335.8335058288156
sg_4724,BNIP3L,597.8555471354327,612.9973028080188
sg_43288,SGCD,537.1241759859549,594.7894621305529
sg_40536,RHBDF2,476.89060296065327,544.2121269153698
sg_7393,CD300LF,1191.728709277457,1106.6320945082057
sg_25795,KNCN,1724.3727021458276,1741.8834248109051
sg_15414,EVI5L,284.74052702869903,279.18689038781054
sg_43116,SETDB1,618.7630683508268,697.9672259695265
sg_22804,IGHA1,883.5916704124838,938.7153415937978
sg_16803,FGFR2,1693.0114203227367,1760.091265488371
sg_53232,TMEM262,216.54218401658056,303.4640112910984
sg_24038,ITPR1,380.81556499467615,390.4570278612133
sg_36387,PCDHAC2,345.4718981781768,267.0483299361666
sg_14484,EMC7,1565.5751005336685,1513.2738696382776
sg_12325,DCLK3,1134.9797231213877,1068.1933197446665
sg_40889,RNF152,659.5825145332626,811.2604568515364
sg_5017,BVES,598.3533452596088,653.4591709801653
sg_25672,KLHL5,177.21613220667282,204.33243426933961
sg_20868,GSTCD,1021.481750809249,1159.232523131996
sg_50688,TGFBI,636.6838008211644,704.0365061953484
sg_49917,TAF1D,808.9219517860768,969.0617427229076
sg_17304,FPR2,436.07115677821736,299.4178244738838
sg_37474,PIGS,507.7540866595682,615.0203962166262
sg_19788,GPR150,545.5867440969478,580.6278082703017
sg_27799,LRRTM4,584.9127959068555,532.0735664637259
sg_55510,TSPAN17,847.2524073476324,762.7062150449607
sg_1096,ADAM29,1409.7642876665657,1278.595034239828
sg_48783,ST6GALNAC2,792.9924118124433,880.0456327441855
sg_27757,LRRN4CL,507.7540866595682,461.2652971624696
sg_47725,SMIM4,838.2920411124636,819.3528304859658
sg_47943,SOGA3,659.5825145332626,596.8125555391603
sg_20999,GZMH,154.8152166187507,256.93286289313
sg_9663,CLMP,746.1993881398948,704.0365061953484
sg_12434,DEAF1,94.58164359344897,143.63963201111991
sg_51021,TLR10,110.51118356708248,117.33941769922473
sg_4621,BLCAP,424.12400179799226,388.43393445260597
sg_57479,WFS1,659.5825145332626,716.1750666469923
sg_30259,MRGPRX3,241.43209022538292,206.35552767794692
sg_28408,MAN1A2,339.99611881224024,289.30235743084717
sg_47823,SMPD3,1419.2224520259106,1355.4725837669064
sg_5431,C19orf77,455.4852836210832,400.57249490424994
sg_52107,TMEM150C,428.6041849155767,443.05745648500374
sg_16335,FAR2,158.299803487983,157.8012858713712
sg_58360,ZMYND11,2202.756699479009,2217.310375833626
sg_37521,PIGY,741.7192050223103,849.6992316150756
sg_39266,PTCHD1,1522.2666637303525,1499.1122157780262
sg_9517,CLEC2L,914.4551541113988,867.9070722925416
sg_28755,MBOAT2,1620.3328941930338,1693.3291830043293
sg_38950,PRRG2,381.3133631188522,418.78033558171586
sg_5485,C1orf186,398.7362974650138,479.47313783993553
sg_29797,MMD2,278.26915141441043,329.76422560299363
sg_5313,C16orf92,1694.5048146952647,1626.5671005202876
sg_1367,ADORA1,761.6311299893523,752.5907480019241
sg_15321,EVA1A,808.9219517860768,728.3136270986363
sg_4534,BEST3,1070.2659669785016,946.8077152282272
sg_4282,BAI1,972.6975346399963,926.5767811421539
sg_34802,OR52K1,458.4720723661395,345.9489728718522
sg_26095,LAPTM5,723.3006744277966,602.8818357649823
sg_24575,KCNH1,415.1636355628234,499.70407192600874
sg_34583,OR4X1,446.52491738591436,402.5955883128573
sg_42527,SEC22C,485.85096919582213,451.14983011943303
sg_51368,TMC7,183.18970969678537,216.47099472098355
sg_46699,SLC5A12,624.7366458409393,762.7062150449607
sg_47541,SMCO4,694.9261813497619,621.0896764424481
sg_48889,ST8SIA5,1044.3804645213472,1110.6782813254204
sg_8354,CEBPZ-AS1,326.555569459487,285.25617061363255
sg_51355,TMC6,362.8948325243384,349.99515968906684
sg_19160,GNPTG,620.2564627233548,592.7663687219456
sg_22099,HSP90B1,1426.1916257643754,1264.4333803795769
sg_30863,NAA25,2116.1398258723766,1934.0772986286006
sg_47861,SNN,553.0537159595884,487.5655114743648
sg_29896,MMP20,470.41922734636466,465.3114839796843
sg_49000,STIM2,175.72273783414468,178.03221995744443
sg_825,ACSL3,734.2522331596697,778.8909623138193
sg_37096,PFN1,1116.063394402698,1193.6251110783205
sg_27564,LRRC37B,522.6880303848496,517.9119126034747
sg_36222,PCDH15,1645.7205985260123,1737.8372379936905
sg_42339,SCUBE2,99.55962483520945,137.57035178529796
sg_25985,LAMB1,573.9612371749824,669.6439182490238
sg_49900,TAF1B,1090.1778919455435,902.2996602388661
sg_29325,MFSD12,398.7362974650138,402.5955883128573
sg_43207,SFXN1,669.5384770167835,776.8678689052119
sg_48761,ST6GAL2,1460.5396963325227,1472.812001466131
sg_4779,BPIFB1,1685.544448460096,1885.523056822025
sg_56230,UGT1A6,698.4107682189942,615.0203962166262
sg_785,ACPL2,277.2735551660583,370.2260937751401
sg_31180,NCSTN,946.8120321828419,960.9693690884784
sg_45587,SLC35A5,341.98731130894447,238.7250222156641
sg_30300,MRVI1,694.9261813497619,580.6278082703017
sg_53745,TMEM72,963.7371684048275,930.6229679593686
sg_55518,TSPAN18,795.4814024333235,718.1981600555996
sg_52019,TMEM143,992.1116614828621,833.514484346217
sg_32915,NSDHL,164.77117910227165,107.22395065618811
sg_43479,SHPK,363.3926306485145,513.86572578626
sg_10367,COL1A2,3329.273854489404,2834.353865458859
sg_26063,LAMP3,242.427686473735,307.5101981083131
sg_3918,AUP1,381.8111612430282,218.49408812959086
sg_28704,MARVELD3,913.4595578630467,1047.9623856585933
sg_45769,SLC35F4,1194.2176998983373,1118.7706549598495
sg_44936,SLC25A47,393.26051809907733,297.39473106527646
sg_34096,OR2C3,1648.2095891468923,1693.3291830043293
sg_16359,FAT1,141.87246539017346,184.10150018326638
sg_505,ABHD3,984.6446896202215,890.161099787222
sg_16525,FCER1G,579.437016540919,493.6347917001868
sg_58370,ZNF333,882.5960741641318,817.3297370773585
sg_29631,MICAL3,509.7452791562724,540.1659400981553
sg_12401,DDR1,441.5469361441539,441.0343630763964
sg_42368,SDC2,1287.3059491192582,1191.6020176697132
sg_35024,OR5K4,450.50730237932277,451.14983011943303
sg_47805,SMPD1,1770.6679276942,1968.469886574925
sg_50660,TGFB2,321.57758821772654,281.2099837964179
sg_2803,ARMC10,362.8948325243384,325.71803878577896
sg_52949,TMEM235,844.2656186025761,869.9301657011489
sg_20725,GRM3,1405.7819026731574,1306.9183419603305
sg_16643,FCRL5,1369.940437732482,1507.2045894124556
sg_49789,SYT8,233.46732023856615,242.77120903287874
sg_51893,TMEM132A,479.87739170570956,491.61169829157944
sg_11482,CTXN2,1535.2094149589298,1438.4194135198065
sg_31075,NCKAP1,1771.663523942552,2008.9317547470716
sg_52980,TMEM239,773.5782849695775,875.9994459269708
sg_8323,CEACAM4,719.3182894343882,924.5536877335466
sg_33613,OR10H1,404.21207683095037,317.6256651513497
sg_31774,NKTR,934.3670790784407,920.5075009163319
sg_3786,ATP8B2,418.6482224320557,505.77335215183075
sg_41345,RPL17,639.6705895662207,615.0203962166262
sg_12374,DCT,293.7008932638679,250.86358266730804
sg_34702,OR51Q1,515.7188566463849,495.6578851087941
sg_38988,PRRT1,247.90346583967153,171.96293973162244
sg_55542,TSPAN3,189.661085311074,180.05531336605173
sg_58567,CD163,1046.8694551422273,942.7615284110125
sg_17893,GABRG1,961.7459759081232,1023.6852647553054
sg_27696,LRRC8D,1006.0500089597915,892.1841931958294
sg_26739,LIPA,288.22511389793135,295.3716376566691
sg_27928,LTBP1,607.3137114947776,517.9119126034747
sg_37211,PHKG2,577.9436221683909,566.4661544100504
sg_50911,TIMM17A,1312.1958553280606,1327.1492760464039
sg_27829,LRTOMT,431.0931755364569,590.7432753133382
sg_14545,EMP1,406.70106745183057,372.24918718374744
sg_15182,ERO1L,565.9964671881658,457.219110345255
sg_25929,LAMA2,492.82014293428676,445.080549893611
sg_41500,RPN2,459.46766861449163,526.0042862379039
sg_22802,IGHA1,852.7281867135689,799.1218963998925
sg_19981,GPR19,621.2520589717069,635.2513303026994
sg_9763,CLRN2,481.3707860782377,459.24220375386227
sg_48498,SRD5A2,265.82419831000925,180.05531336605173
sg_15270,ESYT1,1811.9851720008119,1739.8603314022978
sg_38438,POPDC2,671.0318713893117,687.8517589264898
sg_28395,MAMDC4,1592.456199239175,1395.934451939053
sg_59136,TAS2R50,1120.0457793961064,1183.5096440352838
sg_16048,FAM209B,498.79372042439934,483.51932465715015
sg_11521,CUX1,267.3175926825374,279.18689038781054
sg_1990,AMFR,956.2701965421868,728.3136270986363
sg_51575,TMEFF2,812.9043367794851,817.3297370773585
sg_52216,TMEM165,1823.932326981037,1592.174512573963
sg_13403,DPAGT1,270.8021795517697,155.77819246276385
sg_8361,CECR1,425.1195980463443,337.8565992374229
sg_26539,LHFPL3,712.3491156959236,517.9119126034747
sg_23071,IL15RA,338.00492631553607,372.24918718374744
sg_41678,RTN3,1415.7378651566783,1513.2738696382776
sg_40932,RNF175,686.4636132387692,714.1519732383849
sg_2923,ART3,524.1814247573777,503.7502587432234
sg_45776,SLC35F5,805.9351630410205,782.937149131034
sg_58138,ZDHHC19,1088.1866994488394,926.5767811421539
sg_49218,STX1A,1214.1296248653791,1187.5558308524985
sg_14178,EFNA5,413.17244306611923,382.364654226784
sg_6637,CATSPER2,367.37501564192286,372.24918718374744
sg_911,ACVR1,643.6529745596291,509.81953896904537
sg_50051,TAS2R30,987.1336802411017,944.7846218196198
sg_23156,IL1R1,1120.5435775202823,932.6460613679759
sg_22669,IFNLR1,410.18565432106294,343.9258794632449
sg_37467,PIGS,927.895703464152,942.7615284110125
sg_40929,RNF175,876.1246985498432,1114.7244681426348
sg_20764,GRM6,930.3846940850323,985.2464899917662
sg_51100,TM2D1,1014.0147789466082,1078.3087867877032
sg_52585,TMEM194B,1536.7028093314577,1503.158402595241
sg_20066,GPR35,323.0709825902547,343.9258794632449
sg_28063,LY6K,465.44124610460415,568.4892478186578
sg_42628,SEL1L2,1591.460602990823,1258.3641001537549
sg_33506,OPRL1,585.4105940310316,598.8356489477676
sg_23546,INSIG2,1371.4338321050102,1569.9204850792826
sg_23273,IL22RA2,504.7672979145119,586.6970884961237
sg_15310,ETNK1,732.2610406629655,766.7524018621754
sg_33753,OR11H6,953.2834077971305,835.5375777548244
sg_13672,DSC2,1346.0461277720317,1092.4704406479543
sg_52106,TMEM150C,584.9127959068555,436.9881762591817
sg_2651,AQP5,312.6172219825577,390.4570278612133
sg_25712,KLK8,1292.7817284851947,1345.3571167238697
sg_43367,SGSM3,498.2959223002233,400.57249490424994
sg_7807,CD93,676.0098526310721,683.8055721092751
sg_28639,MARK3,229.98273336933383,145.66272541972725
sg_27942,LTBP3,317.59520322431814,451.14983011943303
sg_13482,DPP4,81.63889236487175,72.83136270986363
sg_19737,GPR143,190.15888343525003,155.77819246276385
sg_5726,C3orf18,828.8338767531186,896.230380013044
sg_55797,TTC8,479.37959358153347,455.19601693664765
sg_46888,SLC6A3,446.52491738591436,420.80342899032314
sg_37924,PLGRKT,368.868410014451,434.96508285057445
sg_35144,OR6F1,556.0405047046447,615.0203962166262
sg_34363,OR4A15,247.40566771549547,260.97904971034467
sg_15246,ERVW-1,1052.8430326323398,849.6992316150756
sg_41122,RNGTT,264.82860206165714,263.00214311895195
sg_22364,HYAL4,77.65650737146336,66.76208248404166
sg_41699,RTN4R,642.657378311277,631.2051434854848
sg_44865,SLC25A39,1565.0773024094926,1474.8350948747384
sg_41002,RNF19A,799.4637874267319,869.9301657011489
sg_36683,PCNXL3,164.77117910227165,222.5402749468055
sg_16757,FGF10,515.2210585222089,562.4199675928357
sg_21328,HGF,438.5601473990976,416.7572421731085
sg_10389,COL24A1,595.3665565145525,477.4500444313282
sg_39916,QPCTL,529.6572041233143,602.8818357649823
sg_57437,WFDC11,1091.1734881938955,1169.3479901750327
sg_3152,ATCAY,1853.8002144316,1478.881281691953
sg_41337,RPGR,1498.3723537699022,1505.1814960038482
sg_43562,SIGLEC15,1653.685368512829,1648.821128014968
sg_41723,RTN4RL2,827.3404823805905,809.2373634429291
sg_35592,OSTC,1231.0547610873648,1351.4263969496917
sg_7477,CD3E,971.2041402674681,932.6460613679759
sg_33911,OR1J1,2278.422014353768,2352.8576342103165
sg_39960,RAB18,260.3484189440727,317.6256651513497
sg_24832,KCNK10,180.70071907590514,242.77120903287874
sg_57850,XXYLT1,294.1986913880439,218.49408812959086
sg_14724,ENTPD4,1005.5522108356155,1136.9784956373155
sg_46209,SLC3A1,824.3536936355342,712.1288798297777
sg_37875,PLD4,691.9393926047056,762.7062150449607
sg_43945,SLC13A2,798.9659893025558,801.1449898084999
sg_39911,PYY,1803.5226038898193,1853.1535622843078
sg_57876,YBX1,637.1815989453405,685.8286655178824
sg_9705,CLPS,281.2559401594667,299.4178244738838
sg_51581,TMEFF2,1294.7729209818988,1181.4865506266765
sg_55117,TRIM13,1032.433309541122,962.9924624970857
sg_51604,TMEM102,1120.5435775202823,1205.7636715299645
sg_12388,DDOST,1452.0771282215298,1529.458616907136
sg_45753,SLC35F3,1286.808150995082,1349.4033035410844
sg_56758,VAMP4,257.3616301990164,254.90976948452268
sg_16715,FFAR1,950.7944171762502,880.0456327441855
sg_50664,TGFB2,472.90821796724487,418.78033558171586
sg_50707,TGFBR1,714.8381063168039,659.5284512059873
sg_27145,LPPR1,318.59079947267026,305.48710469970575
sg_13751,DSG3,717.327096937684,699.9903193781337
sg_12825,DHRS7B,1196.2088923950416,1084.378067013525
sg_52365,TMEM178A,113.49797231213877,84.96992316150757
sg_16393,FATE1,1593.9495936117032,1268.4795671967915
sg_53044,TMEM246,857.2083698311534,776.8678689052119
sg_8860,CHRNA9,1023.4729433059531,1017.6159845294834
sg_38135,PLXNB1,673.0230638860158,671.6670116576312
sg_51731,TMEM115,2150.487896440524,1903.7308974994908
sg_12198,DAPK1,920.9265297256874,805.1911766257145
sg_30150,MPZL2,679.4944395003045,722.2443468728143
sg_31602,NID2,629.2168289585237,732.3598139158509
sg_12889,DIP2A,1777.1393033084887,1701.4215566387586
sg_1594,AGPAT6,518.7056453914412,610.9742093994115
sg_25942,LAMA3,1005.5522108356155,948.8308086368345
sg_42806,SEMA4F,1040.3980795279388,1088.4242538307396
sg_21101,HAVCR2,1175.7991693038236,1183.5096440352838
sg_28907,MCTP2,1473.9802456852758,1323.1030892291892
sg_25753,KLRG1,819.3757123937737,718.1981600555996
sg_51042,TLR3,807.9263555377247,827.445204120395
sg_39861,PXDN,441.0491380199779,546.2352203239772
sg_38357,POM121C,1088.6844975730153,1264.4333803795769
sg_25046,KCNN3,1104.614037546649,985.2464899917662
sg_47211,SLC9A8,556.5383028288209,564.4430610014431
sg_54580,TNFSF4,1142.9444931082044,1088.4242538307396
sg_26750,LIPG,253.8770433297841,214.44790131237622
sg_37534,PIK3IP1,523.6836266332017,451.14983011943303
sg_4119,B3GNT7,246.90786959131944,228.6095551726275
sg_32312,nontargeting,732.7588387871415,712.1288798297777
sg_54889,TRABD2A,637.6793970695165,576.581621453087
sg_46563,SLC4A5,1193.2221036499852,1126.8630285942788
sg_14646,ENPP1,205.09282716053147,242.77120903287874
sg_5492,C1orf186,416.65702993535155,455.19601693664765
sg_40648,RMDN3,953.7812059213065,1027.73145157252
sg_2365,AOC3,173.73154533744048,163.87056609719315
sg_33612,OR10H1,791.001219315739,871.9532591097561
sg_13398,DPAGT1,743.2125993948385,797.0988029912852
sg_12741,DGKE,1071.7593613510296,914.43822069051
sg_58893,FCGR2C,1174.3057749312954,1248.2486331107182
sg_55322,TRPV3,819.3757123937737,914.43822069051
sg_57180,VSTM2A,518.2078472672652,493.6347917001868
sg_35246,OR7A17,618.2652702266507,536.1197532809406
sg_38544,PPAPDC2,633.199213951932,655.4822643887726
sg_21548,HLA-DMA,285.23832515287506,291.3254508394545
sg_36447,PCDHB3,1409.7642876665657,1424.2577596595554
sg_2025,AMICA1,2147.501107695468,2405.458062834107
sg_41120,RNGTT,956.2701965421868,760.6831216363535
sg_55129,TRIM59,469.9214292221886,530.0504730551186
sg_18661,GHSR,1071.7593613510296,930.6229679593686
sg_51598,TMEM101,172.7359490890884,222.5402749468055
sg_32776,NRG4,2814.052795967195,2714.9913543510274
sg_41536,RPTOR,1208.6538454994427,1203.7405781213572
sg_12349,DCST2,1051.8474363839878,960.9693690884784
sg_9179,CLCN5,1081.7153238345506,902.2996602388661
sg_35710,P2RX2,772.5826887212253,920.5075009163319
sg_46473,SLC48A1,470.9170254705407,400.57249490424994
sg_22344,HYAL2,949.301022803722,902.2996602388661
sg_28207,LYSMD4,920.4287316015113,916.4613140991173
sg_37576,PIPOX,2559.677954513235,2375.111661704997
sg_55131,TRIM59,1562.5883117886124,1268.4795671967915
sg_53374,TMEM41B,1007.5434033323196,1102.585907690991
sg_667,ACBD5,748.6883787607751,906.3458470560806
sg_53210,TMEM260,335.0181375704798,345.9489728718522
sg_11289,CST9L,833.3140598707031,1027.73145157252
sg_58513,ZPBP,1394.8303439412844,1306.9183419603305
sg_46306,SLC43A2,2878.2687539859053,2708.922074125205
sg_35083,OR6B1,803.4461724201402,853.7454184322903
sg_40600,RHD,489.33555606505445,467.33457738829156
sg_6017,CA4,400.72748996171805,347.97206628045956
sg_55830,TTYH1,873.1379098047869,932.6460613679759
sg_26453,LGMN,1345.5483296478558,1472.812001466131
sg_37326,PIEZO2,1195.2132961466893,1221.948418798823
sg_40871,RNF150,988.6270746136298,930.6229679593686
sg_36682,PCNXL3,322.0753863419026,360.11062673210347
sg_42322,SCNN1G,361.89923627598637,402.5955883128573
sg_34930,OR5B17,504.7672979145119,621.0896764424481
sg_22683,IFRD1,1253.953474799463,1136.9784956373155
sg_7550,CD47,1304.7288834654198,1268.4795671967915
sg_4458,BCL2L2,455.4852836210832,315.6025717427424
sg_35905,PACRG,955.7723984180107,843.6299513892536
sg_38976,PRRG4,508.25188478374423,424.8496158075378
sg_24168,JAGN1,664.062697650847,756.6369348191388
sg_25294,KEL,337.009330067184,313.57947833413505
sg_38858,PROCR,225.00475212757334,133.5241649680833
sg_17835,GABRA6,1178.7859580488798,1349.4033035410844
sg_56015,TXNDC16,260.3484189440727,408.66486853867923
sg_13307,DNASE1,1058.8166101224524,1068.1933197446665
sg_18524,GFRA3,370.36180438697914,343.9258794632449
sg_56801,VANGL2,527.168213502434,596.8125555391603
sg_13923,ECE1,467.4324386013084,406.6417751300719
sg_28678,MARVELD1,723.3006744277966,635.2513303026994
sg_31556,NGFR,1131.4951362521554,1070.2164131532738
sg_28749,MBOAT2,245.4144752187913,232.65574198984214
sg_54583,TNFSF8,371.35740063533126,410.68796194728657
sg_38406,PON1,485.35317107164605,471.38076420550624
sg_47562,SMG5,363.3926306485145,364.15681354931814
sg_13838,DYNC2H1,212.06200089899613,224.56336835541285
sg_27631,LRRC4C,2159.946060799869,2239.5644033283065
sg_7706,CD79A,662.0715051541429,574.5585280444797
sg_47282,SLCO2A1,880.6048816674275,791.0295227654633
sg_31878,NNAT,3461.1903573960562,3344.1734044279046
sg_16461,FBXL17,821.864703014654,882.0687261527928
sg_39077,PRTG,473.40601609142095,404.61868172146455
sg_4944,BTN2A2,857.2083698311534,971.084836131515
sg_1278,ADCY5,788.5122286948588,827.445204120395
sg_29718,MLANA,177.71393033084885,141.6165386025126
sg_34110,OR2D3,1463.5264850775789,1533.5048037243507
sg_53171,TMEM257,348.4586869232331,323.6949453771717
sg_788,ACPL2,444.5337248892102,459.24220375386227
sg_41418,RPL32,677.0054488794242,697.9672259695265
sg_28414,MAN1A2,482.36638232658976,530.0504730551186
sg_34595,OR51A2,855.7149754586252,813.2835502601438
sg_51894,TMEM132A,1572.5442742721332,1675.1213423268634
sg_18322,GCLC,858.2039660795054,863.8608854753269
